OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,ROUTE_DIR,ROUTE_PREFIX,ROUTE_NUMBER,ROUTE_SUFFIX,RAMP_NUMBER,RAMP_SUFFIX,ROAD_TYPE,TOWN_NUMBER,TOWN_NAME,PRI_SEC_STATUS,YEAR,GlobalID,Shape__Length
43178,84-W-363,0,0.2,L,I,84,,363,,XR,151,WATERBURY,PRI,2022,a5b525b1-3ad5-42e0-917f-079f7c4a0de2,1128.84217
43179,84-W-40B,0,0.21,L,I,84,,40,B,ER,130,SOUTHBURY,PRI,2022,13fd8abb-cbc5-45e0-8321-35431f21a70a,1076.464389
43180,84-W-820,0,0.01,L,I,84,,820,,TR,155,WEST HARTFORD,PRI,2022,a5f31eaa-d34f-42bd-bd5c-40da4bd4915f,115.4898678
43181,84-W-93,0,0.14,L,I,84,,93,,XR,131,SOUTHINGTON,PRI,2022,2074aeaf-374b-48d1-a02b-6b1f6950fb7e,743.7748088
43182,85-N,20.93,32.95,L,CT,85,,,,M,66,HEBRON,PRI,2022,46a31f4e-f9ce-4cf5-922d-4528acaaebb2,63363.94717
43183,9-N,2.51,5.47,L,CT,9,,,,M,49,ESSEX,PRI,2022,4a7f8c46-b43d-4d90-b2fc-03c4c22a0dbe,15657.66519
43184,9-N-34,0,0.26,L,CT,9,,34,,XR,82,MIDDLETOWN,PRI,2022,7d194915-7c05-4fde-9c7a-68e8d31539e0,1448.672596
43185,9-N-61,0,0.18,L,CT,9,,61,,ER,88,NEW BRITAIN,PRI,2022,c570cf8c-43fa-4877-9a56-6987f137cf68,995.9792621
43186,9-S-35,0,0.27,L,CT,9,,35,,XR,82,MIDDLETOWN,PRI,2022,14f37924-cebd-416e-972a-9234aa5cfebd,1476.034855
43187,9-S-51,0,0.24,L,CT,9,,51,,ER,7,BERLIN,PRI,2022,e74e6405-594d-48f2-8bc0-478f84d94f02,1283.634405
43188,91-N,21.17,25.83,L,I,91,,,,M,82,MIDDLETOWN,PRI,2022,91bb794b-c668-4e1b-87c9-422b3cffc784,24654.38282
43189,91-N,35.54,41.24,L,I,91,,,,M,63,HARTFORD,PRI,2022,c49acce6-d95b-4a29-9c9c-5a4f7c53bdd8,30068.88085
43190,91-N-160,0,0.27,L,I,91,,160,,ER,164,WINDSOR,PRI,2022,ecac34bd-661e-4a39-a53e-bfcd40b10dde,1402.253316
43191,91-N-42,0,0.33,L,I,91,,42,,ER,33,CROMWELL,PRI,2022,3ed96c17-8966-4964-8456-aec2c9ef3af2,1758.420396
43192,91-N-702,0,0.3,L,I,91,,702,,HR,63,HARTFORD,PRI,2022,9bb73d85-eba7-44cc-a2dc-09e91a87ec7a,1588.214301
43193,91-N-858,0,0.47,L,I,91,,858,,TR,63,HARTFORD,PRI,2022,e20ec8cb-2904-4af7-ae7b-56ef5b24933c,2407.650883
43194,91-S-47,0,0.22,L,I,91,,47,,XR,118,ROCKY HILL,PRI,2022,031e3289-91e1-4966-a10a-218a3d00e9b9,1187.537963
43195,91-S-48A,0,0.01,L,I,91,,48,A,ER,118,ROCKY HILL,PRI,2022,b8a8876a-447e-4c74-a268-57c0f595449f,562.219725
43196,91-S-856,0,0.31,L,I,91,,856,,TR,159,WETHERSFIELD,PRI,2022,5cc36b56-f3ca-44c9-8e02-e48a3304b4fb,1599.016613
43197,92L-W,0,0.91,L,SP,92,L,,,M,130,SOUTHBURY,PRI,2022,84e0b4b4-a328-431b-a647-f6c5adde927f,4836.908828
43198,95-N-228,0,0.16,L,I,95,,228,,ER,104,OLD LYME,PRI,2022,9c2f8523-94ba-4c86-8587-7cef5814d222,894.4941573
43199,95-N-57,0,0.21,L,I,95,,57,,ER,158,WESTPORT,PRI,2022,1f6b747a-2f5a-4ef0-889b-029af3a997a8,1055.496882
43200,95-N-7,0,0.13,L,I,95,,7,,XR,56,GREENWICH,PRI,2022,4dae6c6b-60c2-41e8-a640-31990262d282,734.9920929
43201,6-W-25,0,0.33,L,US,6,,25,,ER,163,WINDHAM,PRI,2022,029342ba-f753-46dc-b811-f98d0ed8dc0a,1801.629843
43202,603-E,1.07,3.54,L,SR,603,,,,M,1,ANDOVER,PRI,2022,bf1c4357-b9c3-4753-9dc9-0fe4939a4b08,13057.57614
43203,615-E,0,1.32,L,SR,615,,,,M,28,COLCHESTER,PRI,2022,c23b217e-ce79-4bb4-89c4-2e85826301a1,6976.915013
43204,621-N,0,0.1,L,SR,621,,,,M,49,ESSEX,PRI,2022,81f05ce8-ec6e-4bcf-8369-4f2de64cc339,624.8132243
43205,63-S,15.53,15.63,R,CT,63,,,,M,87,NAUGATUCK,PRI,2022,9c35e37e-1353-46da-8d0a-e70eb3c767af,483.5908022
43206,638-S,0,0.16,L,SR,638,,,,M,94,NEW LONDON,PRI,2022,d20d6182-cc9f-46cc-95c2-1bc7f1e16b80,867.7960268
43207,66-E-3,0,0.15,L,CT,66,,3,,ER,81,MIDDLEFIELD,PRI,2022,a70f7719-0d40-49ec-9012-8f95e1445d2b,724.427479
43208,68-E,2.41,6.92,L,CT,68,,,,M,114,PROSPECT,PRI,2022,4ddba71f-ba25-4e16-9690-f621b0ac3df7,23812.80697
43209,680-E,0,0.76,L,SR,680,,,,M,71,LEDYARD,PRI,2022,b841e946-b031-4087-9ffc-4779cd8ac540,4056.68944
43210,691-E-16,0,0.35,L,I,691,,16,,XR,131,SOUTHINGTON,PRI,2022,4b738cf7-71a8-44a4-a07a-b96f67e45ab7,1885.63233
43211,691-W-15,0,0.2,L,I,691,,15,,ER,131,SOUTHINGTON,PRI,2022,035fe3a0-653f-4bb0-9eab-278a9601aa7e,1143.588427
43212,7-N,12.37,13.16,L,US,7,,,,M,117,RIDGEFIELD,PRI,2022,b29dbc37-ecbc-4df7-a993-ddc65e5aa03b,4153.308869
43213,7-N-9,0,0.3,L,US,7,,9,,XR,102,NORWALK,PRI,2022,ab067da7-4dea-4574-8ab7-ddf7d62ab2a4,1607.387167
43214,700-W,0,1.73,L,SR,700,,,,M,15,BRIDGEPORT,PRI,2022,4e161eb0-8ba8-4151-a739-fb3d19f8b17b,9166.727331
43215,727-S,0,0.24,R,SR,727,,,,M,36,DERBY,PRI,2022,a0735fef-6280-4d80-8e65-1a2fc47242c4,2018.937454
43216,739-N,0,0.21,L,SR,739,,,,M,144,TRUMBULL,PRI,2022,492eea5a-0ec8-4ebd-bb70-89275824e768,1147.241779
43217,169-N,3.19,3.24,L,CT,169,,,,M,103,NORWICH,PRI,2022,22555cbf-b96d-404b-8d05-234db65306d0,231.1393573
43218,169-N,26.18,28.33,L,CT,169,,,,M,111,POMFRET,SEC,2022,d313cd46-5524-4f10-a61e-d8e11b54d324,11356.43268
43219,176L-W,0,0.06,L,SP,176,L,,,M,73,LITCHFIELD,PRI,2022,306b2ec7-efae-4748-b92c-df96a0abc740,313.4625503
43220,17A-N,0,3.02,L,CT,17,A,,,M,112,PORTLAND,PRI,2022,b0d9bd9c-9e82-4db8-bae9-c255fa2f6628,15944.83966
43221,182A-E,1.29,2.09,L,CT,182,A,,,M,29,COLEBROOK,SEC,2022,a8151454-4959-43c8-b886-369a8c735ced,4212.295033
43222,187L-N,0,0.31,L,SP,187,L,,,M,78,MARLBOROUGH,PRI,2022,53760c5f-2471-4844-854e-764ff11d42a1,1602.088259
43223,2-E,54.31,54.34,L,CT,2,,,,M,101,NORTH STONINGTON,PRI,2022,3580b201-96f6-41cb-9227-92ad2e8b08f3,151.3248279
43224,2-E-58,0.26,0.31,L,CT,2,,58,,ER,13,BOZRAH,PRI,2022,1188ad13-1a0f-4f93-bf63-f100c69d2f5c,308.5529285
43225,2-E-72,0,0.11,L,CT,2,,72,,XR,103,NORWICH,PRI,2022,c0a7c6f2-59d6-4b59-b209-7b312d7eaaaa,607.6300045
43226,2-E-77,0,0.11,L,CT,2,,77,,XR,42,EAST HARTFORD,PRI,2022,80a75c11-7f38-48f3-ad9a-91710e7347fe,570.2057387
43227,20-W,27.37,27.72,R,CT,20,,,,M,39,EAST GRANBY,PRI,2022,9cc48f29-bc49-4b96-bcc6-ba9b54ad1f44,1794.545791
43228,202-N,14.09,19.23,L,US,202,,,,M,95,NEW MILFORD,SEC,2022,cd237f67-73d1-4af9-99b0-7b871677f808,27156.89521
43229,202-N,19.23,25.74,L,US,202,,,,M,95,NEW MILFORD,PRI,2022,1c28b817-eb7f-4ba3-a6da-8faadeabcddf,34485.89305
43230,202-N,58.71,58.98,L,US,202,,,,M,128,SIMSBURY,SEC,2022,11c4161a-435e-4259-b871-8a3a7ef2f123,1456.252424
43231,207-E,0,0.76,L,CT,207,,,,M,66,HEBRON,PRI,2022,e55c83d9-a119-4475-bee3-239de10be885,3995.676805
43232,217-N,0,0.09,L,CT,217,,,,M,81,MIDDLEFIELD,PRI,2022,fdcc607f-4ba5-4a40-9f54-7a41685dd355,505.7011156
43233,219-N,11.14,11.2,L,CT,219,,,,M,5,BARKHAMSTED,SEC,2022,a89b4f95-a18a-4cf6-bb3b-bf107902d7a8,341.8205611
43234,221L-E,0,0.17,L,SP,221,L,,,M,75,MADISON,PRI,2022,d4c2a273-69bc-4b73-9232-8a39d7618d10,926.7443283
43235,223N-S,0,0.15,L,SI,223,N,,,M,77,MANSFIELD,PRI,2022,a77bec95-bebf-4d7e-8de5-51ac29115bf7,820.2853471
43236,224N-E,0,0.07,L,SI,224,N,,,M,77,MANSFIELD,PRI,2022,da8edea2-20b9-414d-9aec-c0cf1636c7cd,349.8952401
43237,248L-E,0,0.19,L,SP,248,L,,,M,75,MADISON,PRI,2022,e2897650-7f00-47f8-917b-c52282f33ee9,997.171415
43238,25-N,3.75,4.01,L,CT,25,,,,M,15,BRIDGEPORT,PRI,2022,a1ffb297-e35c-42cd-b2ae-149d574f138a,1341.947567
43239,25-N,10.75,15.2,L,CT,25,,,,M,84,MONROE,PRI,2022,eb4ff17b-3bb3-47db-be90-670ab43b0b9e,23394.53415
43240,25-S-4A,0,0.02,L,CT,25,,4,A,ER,144,TRUMBULL,PRI,2022,d65fc747-67da-4bd9-8097-7eacb8e4d3ab,147.4154644
43241,25-S-8,0,0.23,L,CT,25,,8,,XR,144,TRUMBULL,PRI,2022,0d6c6607-55ea-4a15-8b7a-c185b9bda02d,1283.568209
43242,266L-W,0,0.04,L,SP,266,L,,,M,41,EAST HAMPTON,PRI,2022,0883d6a7-0a7b-4fab-804e-36100d864fec,207.8478317
43243,291-E-8A,0,0.11,L,I,291,,8,A,XR,132,SOUTH WINDSOR,PRI,2022,c3f6be0b-6bf4-41b2-8768-3e5480deaf27,577.5256454
43244,2A-W,6.89,7.05,R,CT,2,A,,,M,113,PRESTON,PRI,2022,12d4083c-81eb-4435-a3fc-8a7ea5c8ec52,848.7244845
43245,2R-S,0,0.14,L,SI,2,R,,,M,82,MIDDLETOWN,PRI,2022,d0eb19a8-c149-4783-9883-5c20cb046aa5,749.8930527
43246,3-S-5,0,0.14,L,CT,3,,5,,XR,159,WETHERSFIELD,PRI,2022,b1534843-220b-470c-b875-c2ed4b9bf0cc,696.5254259
43247,32-S,48.84,48.86,R,CT,32,,,,M,134,STAFFORD,PRI,2022,41b90aa9-18ca-4dad-8776-1469b8d1c1c7,109.439205
43248,33-S,5.72,5.89,R,CT,33,,,,M,161,WILTON,PRI,2022,a3d3b406-bcaf-4c72-b2ba-88a26d71cbc5,996.3097698
43249,341-E,15.73,15.97,L,CT,341,,,,M,150,WASHINGTON,PRI,2022,375dcf53-a470-415c-9233-9fdf3ab5e7ba,1309.479783
43250,349-N,0,4.17,L,CT,349,,,,M,58,GROTON,PRI,2022,132ad7d7-83fa-49c6-909a-72579ae37308,22192.17837
43251,349-S,3.06,3.81,R,CT,349,,,,M,58,GROTON,PRI,2022,2c69f0b7-8008-4e8c-b31f-b293594cadb1,3788.191768
43252,395-N,0.13,4.98,L,I,395,,,,M,152,WATERFORD,PRI,2022,700d7554-75dc-411a-bc47-39173b6bbe81,25589.54375
43253,395-S,0.13,4.98,R,I,395,,,,M,152,WATERFORD,PRI,2022,c637092d-e41b-45da-9d56-8bd317046bc4,25486.43059
43254,395-S-11,0,0.24,L,I,395,,11,,ER,103,NORWICH,PRI,2022,de0f9434-8d04-4428-9292-57a4c28a9845,1259.807267
43255,3L-N,0,0.29,L,SP,3,L,,,M,36,DERBY,PRI,2022,d0e2fac1-3961-413b-a444-d4e6b389d856,1539.901561
43256,4-E,7.89,13.96,L,CT,4,,,,M,31,CORNWALL,PRI,2022,afe3a7f5-8376-426f-aadf-63777d59cbae,32003.89457
43257,41-N,11.36,13.03,L,CT,41,,,,M,121,SALISBURY,SEC,2022,1a7eabad-2a15-4d92-a106-d15931cee729,8850.852619
43258,42-E,1.82,6.28,L,CT,42,,,,M,6,BEACON FALLS,PRI,2022,c17e94b3-a666-4fc9-9300-053b07c292c3,23524.51269
43259,42-E,10.26,10.69,L,CT,42,,,,M,114,PROSPECT,PRI,2022,c1de9295-ea57-4c57-82ec-bef5c0b18f2e,2270.473497
43260,440-S,0,0.07,L,SSR,440,,,,M,82,MIDDLETOWN,PRI,2022,dc9c919d-d213-4a07-a6df-96b356985a7a,373.6170631
43261,45M-E,0,0.15,L,SF,45,M,,,M,38,EASTFORD,PRI,2022,f46a49f6-9c70-4946-b714-3d669928200c,786.2797746
43262,5-S,18.85,19.14,R,US,5,,,,M,79,MERIDEN,PRI,2022,ddc8db47-2b56-453a-8292-7df9b3219bfe,1536.978149
43263,500-S-805,0,0.44,L,SR,500,,805,,TR,42,EAST HARTFORD,PRI,2022,e43b82f3-20c6-4380-86d1-111c1f421551,2244.095661
43264,518-N,0,0.45,L,SR,518,,,,M,42,EAST HARTFORD,PRI,2022,72d61db3-326a-4265-b841-3fdfdce4d49a,2408.04254
43265,54L-N,0,0.07,L,SP,54,L,,,M,40,EAST HADDAM,PRI,2022,3715ce92-e964-44e6-9326-ff5ff3a1a676,381.1990227
43266,6-E,44.64,50.08,L,US,6,,,,M,17,BRISTOL,PRI,2022,40dd4918-4845-4bbb-bc53-b32272eeeeb4,28718.02325
43267,9-N-69,0,0.18,L,CT,9,,69,,ER,7,BERLIN,PRI,2022,b78ee0a5-9cf1-4457-9532-c1c0e1fb366e,959.540895
43268,9-N-801,0,0.24,L,CT,9,,801,,TR,26,CHESTER,PRI,2022,6a7bae54-7fa5-4cb7-8d3b-b44a5d87ee2d,1282.902931
43269,9-S-74,0,0.19,L,CT,9,,74,,XR,88,NEW BRITAIN,PRI,2022,8565dee9-17a0-41ca-8039-b100e095f1bc,1012.322608
43270,91-N,41.24,41.39,L,I,91,,,,M,164,WINDSOR,PRI,2022,b2dc781e-c0bf-481d-a47d-1db61cc0b955,771.2989765
43271,91-N-107,0,0.12,L,I,91,,107,,ER,46,EAST WINDSOR,PRI,2022,98b930ff-5333-49b5-8e7e-478a2937fbc9,649.5020336
43272,91-N-29,0,0.38,L,I,91,,29,,ER,100,NORTH HAVEN,PRI,2022,8668d4f2-73a1-49c7-bb6c-76b084ef213a,2039.784001
43273,91-N-801,0,0.35,L,I,91,,801,,TR,92,NEW HAVEN,PRI,2022,adf9ee5b-afc7-4c85-b8a7-7a53b7e99145,1815.52442
43274,91-S,0,3.74,R,I,91,,,,M,92,NEW HAVEN,PRI,2022,911b29b2-27c1-4371-b697-21c9f8e1c8ef,19495.2926
43275,91-S-137,0,0.21,L,I,91,,137,,XR,92,NEW HAVEN,PRI,2022,33decb6c-c3e2-4f62-a28c-cd3b2b1ebd2a,1075.561971
43276,91-S-148,0,0.14,L,I,91,,148,,XR,63,HARTFORD,PRI,2022,15341165-53ba-4153-be23-a1bd01820544,591.9283059
43277,91-S-162,0,0.2,L,I,91,,162,,ER,164,WINDSOR,PRI,2022,0fb32df6-6771-49fb-aa72-083c62645925,1060.424804
43278,91-S-811,0,0.37,L,I,91,,811,,TR,79,MERIDEN,PRI,2022,51e41e5c-8916-4f8c-8217-8b76b256782b,1944.046301
43279,91-S-826,0,0.25,L,I,91,,826,,TR,63,HARTFORD,PRI,2022,1a578ab8-7976-457f-a79d-deaf1e70df3d,1161.721308
43280,91-S-835,0,0.18,L,I,91,,835,,TR,63,HARTFORD,PRI,2022,fd8a9ac3-2947-4802-8b9b-ac39ef4d82ed,979.81008
43281,95-N,27.33,31.11,L,I,95,,,,M,15,BRIDGEPORT,PRI,2022,cc113ae6-dc52-4b8d-b348-a453a30b8693,19911.30671
43282,95-N,62.34,66.71,L,I,95,,,,M,75,MADISON,PRI,2022,53a20334-3012-4227-b97b-3eab8a8ecc25,23067.49856
43283,95-N-11,0,0.14,L,I,95,,11,,XR,56,GREENWICH,PRI,2022,994e7f3d-c814-4417-9f88-68dd161ef9d0,783.9244595
43284,95-N-34,0,0.15,L,I,95,,34,,ER,35,DARIEN,PRI,2022,13826171-d6c4-48e8-93df-955a694a1068,788.6118381
43285,95-N-806,0,0.53,L,I,95,,806,,TR,15,BRIDGEPORT,PRI,2022,89fde5d7-7423-4c58-bc34-985706bbe08f,2762.413367
43286,95-S,0,6.29,R,I,95,,,,M,56,GREENWICH,PRI,2022,b0bc6132-3339-4eb6-86c6-2c2ab33c2abb,33246.5893
43287,95-S-201,0,0.28,L,I,95,,201,,ER,75,MADISON,PRI,2022,657aa076-5f5b-4516-9141-f5365d8b7180,1384.913922
43288,95-S-352,0,0.31,L,I,95,,352,,ER,106,ORANGE,PRI,2022,baf45725-162a-4ee9-b28e-8007015f0e99,1576.355956
43289,95-S-49,0,0.12,L,I,95,,49,,ER,102,NORWALK,PRI,2022,13994e74-d1f2-4492-84a1-17d00a2d0c04,687.4864786
43290,95-S-804,0,0.19,L,I,95,,804,,TR,15,BRIDGEPORT,PRI,2022,7b43f8c8-f92a-43b8-beed-db21659d4bd8,962.1388404
43291,95-S-85,0,0.12,L,I,95,,85,,ER,15,BRIDGEPORT,PRI,2022,d99a28e5-1ab9-40a2-b498-56823d6d696d,622.386118
43292,95-S-93,0,0.26,L,I,95,,93,,ER,15,BRIDGEPORT,PRI,2022,0c7ffbef-442a-419a-a8bf-1dd5809f4787,1341.996591
43293,95L-W,0,0.33,L,SP,95,L,,,M,107,OXFORD,PRI,2022,7e989ce3-d494-456a-95c1-c0da4042bc8b,1725.653684
43294,1-S,67.92,68.05,R,US,1,,,,M,75,MADISON,PRI,2022,f064246b-1294-40e0-8ea8-f45d55b0b1b1,718.2535788
43295,106-N,1.28,4.32,L,CT,106,,,,M,35,DARIEN,PRI,2022,14d2cf42-5b38-493c-801f-07b2c3c27ad2,16094.83758
43296,108-S,0,0.03,R,CT,108,,,,M,138,STRATFORD,PRI,2022,fb1b7d8b-84ef-494b-aeeb-d445b076a17e,182.4547968
43297,12-N,9.85,15.47,L,CT,12,,,,M,103,NORWICH,PRI,2022,0505c291-e8c8-4d6d-b588-bb9ddce470d4,29701.94485
43298,77L-E,0,1.24,L,SP,77,L,,,M,75,MADISON,PRI,2022,0f030c44-c4ba-4f11-84c5-b248771a044e,6559.052382
43299,78L-S,0,0.18,L,SP,78,L,,,M,75,MADISON,PRI,2022,368d9c66-7c3b-4cfe-91f2-08389bcd5744,899.7259605
43300,796-S-2,0,0.06,L,SR,796,,2,,XR,83,MILFORD,PRI,2022,6e2898c3-a4dd-4726-bb5d-924b3db00c33,332.2283238
43301,79M-N,0,1.04,L,SF,79,M,,,M,147,VOLUNTOWN,PRI,2022,e806eca0-8bee-401c-be36-9e64300b139e,5485.826143
43302,8-N-100,0,0.23,L,CT,8,,100,,XR,65,HARWINTON,PRI,2022,29fd6cc6-f15e-49c7-8844-79213c2dec6d,1277.114322
43303,8-S-114,0,0.3,L,CT,8,,114,,XR,143,TORRINGTON,PRI,2022,c465e4f5-dcf3-4b6c-96ba-00387842e172,1542.133603
43304,8-S-138,0,0.44,L,CT,8,,138,,XR,6,BEACON FALLS,PRI,2022,b1f4ff5e-e323-4fb6-b363-3b3b3320a0a9,2310.257663
43305,8-S-33A,0,0.01,L,CT,8,,33,A,XR,36,DERBY,PRI,2022,4c971195-445e-458f-825e-195ce8c95dad,85.56509214
43306,8-S-7A,0,0.08,L,CT,8,,7,A,XR,15,BRIDGEPORT,PRI,2022,bf71d7a9-aa3f-44d5-af93-2f11c5be3cca,412.1814811
43307,8-S-98,0,0.18,L,CT,8,,98,,XR,73,LITCHFIELD,PRI,2022,cdc9432f-8bb8-4a5c-bafd-fa1c11ccdbec,928.6456519
43308,83-S,10.14,10.25,R,CT,83,,,,M,76,MANCHESTER,SEC,2022,642727ae-22f3-4c55-b7fd-1da3e24a8993,422.0938813
43309,834-E,0,0.14,L,SR,834,,,,M,99,NORTH CANAAN,PRI,2022,4876b229-e448-4622-8eb6-c11af3af0dca,620.1113725
43310,839-E,0.17,0.36,L,SR,839,,,,M,34,DANBURY,PRI,2022,e1c5b406-5bb8-4843-8cbe-3407696bc515,1043.271891
43311,84-E,37.27,40.37,L,I,84,,,,M,25,CHESHIRE,PRI,2022,c47efc92-6de2-44e1-a7fb-d040c14f51b0,16443.82949
43312,84-E-113,0,0.14,L,I,84,,113,,ER,63,HARTFORD,PRI,2022,af19c027-27a8-4394-b95d-c020306f152a,723.2657505
43313,84-E-42,0,0.39,L,I,84,,42,,ER,130,SOUTHBURY,PRI,2022,9f83f7ea-3e6d-4180-8c20-7920fa805a10,2043.461573
43314,84-E-54,0,0.15,L,I,84,,54,,ER,151,WATERBURY,PRI,2022,c83ea3b0-2e96-410e-9d9b-9706d7dd42a2,734.0129259
43315,84-E-821,0,0.28,L,I,84,,821,,TR,155,WEST HARTFORD,PRI,2022,f7cdb206-312e-44c3-82fe-94baef05c399,1400.496933
43316,84-W,10.4,18.48,R,I,84,,,,M,96,NEWTOWN,PRI,2022,11470ea9-22e8-437b-a52e-e77a4c2461fb,42272.11395
43317,84-W,55.99,59.3,R,I,84,,,,M,155,WEST HARTFORD,PRI,2022,4dc89b2a-19cc-495f-ae67-f01ac8ac3d7e,17622.84824
43318,84-W-201,0,0.22,L,I,84,,201,,XR,151,WATERBURY,PRI,2022,7220e611-3f21-4cb9-8b70-ceec2dada274,1152.101771
43319,84-W-261,0,0.22,L,I,84,,261,,ER,146,VERNON,PRI,2022,6914e527-74a2-4266-b36f-e32e0e371460,1127.227383
43320,84-W-276,0,0.38,L,I,84,,276,,XR,160,WILLINGTON,PRI,2022,319a5bb8-f14e-43bb-a91b-d3869702f195,2010.109584
43321,84-W-707,0,0.36,L,I,84,,707,,HR,76,MANCHESTER,PRI,2022,047927b1-27d6-485e-bf32-d113f468382f,1840.687287
43322,87-N,0.41,0.59,L,CT,87,,,,M,13,BOZRAH,PRI,2022,b9261e9b-39c2-444a-a5ec-f0197c347a67,954.6272949
43323,87-N,10.6,16.08,L,CT,87,,,,M,30,COLUMBIA,PRI,2022,c653a0c1-9ff7-43e3-b892-c519a6ae084e,28915.39018
43324,9-N-28A,0,0.08,L,CT,9,,28,A,ER,60,HADDAM,PRI,2022,4ac4570c-7893-4e3c-9f33-4ecb319333a4,501.3499435
43325,9-N-42,0,0.05,L,CT,9,,42,,ER,82,MIDDLETOWN,PRI,2022,1b03ed44-e4c1-4262-9511-68f3eea7f335,284.7528727
43326,9-N-60A,0,0.02,L,CT,9,,60,A,ER,88,NEW BRITAIN,PRI,2022,bef97652-1e95-46e5-8f15-12acbbc6ae9f,141.4543154
43327,2-W-806,0,0.48,L,CT,2,,806,,TR,42,EAST HARTFORD,PRI,2022,7aec77ab-9b5e-4d68-b623-ddbcf265f359,2512.8768
43328,20-E,16.43,23.02,L,CT,20,,,,M,55,GRANBY,PRI,2022,98c748bc-2517-4b2f-b44a-dd53692c7944,34662.02059
43329,20-W,31.22,31.3,R,CT,20,,,,M,164,WINDSOR,PRI,2022,f8c43c70-acd6-4b5f-94f8-d56751997a0b,358.550722
43330,202-S,14.09,16.4,R,US,202,,,,M,95,NEW MILFORD,SEC,2022,f93a7fcb-84bc-4e5a-8dae-b6070696d142,12263.01263
43331,214M-N,0,0.01,L,SF,214,M,,,M,153,WATERTOWN,PRI,2022,d6ca024f-4ce9-4be3-b43f-d7d9f5d91ad7,60.98710235
43332,219M-E,0,1.46,L,SF,219,M,,,M,60,HADDAM,PRI,2022,7ff07840-578a-4414-bf3e-6c6ae9510ccb,7715.844975
43333,22-E,6.52,10.88,L,CT,22,,,,M,98,NORTH BRANFORD,PRI,2022,7a1a9041-f946-4115-a330-97dd2e6560e2,23094.17297
43334,243-E,2.35,5.23,L,CT,243,,,,M,167,WOODBRIDGE,PRI,2022,7277e9c3-b0ae-4520-bd7e-85d6ddf339dc,15222.15008
43335,253L-S,0,0.81,L,SP,253,L,,,M,57,GRISWOLD,PRI,2022,776d4c56-1783-4675-b556-3c8352565a2a,4256.283604
43336,263-E,0.43,6.23,L,CT,263,,,,M,162,WINCHESTER,PRI,2022,3ff3fdc9-fca9-45cf-a621-16ac1140844a,30727.17711
43337,272-N,13.41,13.75,L,CT,272,,,,M,97,NORFOLK,SEC,2022,5ac273b4-3584-4aac-99df-f886e7b27a69,1825.646883
43338,286N-W,0,0.06,L,SI,286,N,,,M,92,NEW HAVEN,PRI,2022,cd0674d1-bc02-4969-9562-bb054ac15f17,371.9640175
43339,291-E-6A,0,0.1,L,I,291,,6,A,ER,132,SOUTH WINDSOR,PRI,2022,72d6772e-8956-4653-a104-ea594393f6cf,497.7614248
43340,291-W-5,0,0.4,L,I,291,,5,,ER,132,SOUTH WINDSOR,PRI,2022,258a61be-305b-41bc-b171-b8a28d616bb0,2124.375167
43341,296N-E,0,0.12,L,SI,296,N,,,M,82,MIDDLETOWN,PRI,2022,349c220c-d157-4c79-908b-49c0526d9eac,627.887052
43342,3-N,8.22,11.86,L,CT,3,,,,M,159,WETHERSFIELD,PRI,2022,be1ab5bb-b9cc-4546-a710-ffdb02e39106,19161.64495
43343,309-E,1.36,4.74,L,CT,309,,,,M,128,SIMSBURY,PRI,2022,c7a8c3cf-cda3-4cfd-8ccd-998c7384ebc8,17729.36013
43344,336N-N,0,0.09,L,SI,336,N,,,M,76,MANCHESTER,PRI,2022,0fd9eb5d-5bf5-4890-abf3-c214b9746694,471.31971
43345,123M-S,0,0.94,L,SF,123,M,,,M,145,UNION,PRI,2022,0acdfa99-85e1-444e-9e2a-8b6b51db146e,4979.465198
43346,125L-N,0,0.16,L,SP,125,L,,,M,71,LEDYARD,PRI,2022,9c657771-99a9-47df-a808-d0b2905624bf,822.8430265
43347,128M-E,0.69,0.93,L,SF,128,M,,,M,3,ASHFORD,PRI,2022,9e639f95-f242-4b62-a39d-aa148adac63a,1267.813346
43348,133-N,1.29,3.65,L,CT,133,,,,M,18,BROOKFIELD,PRI,2022,5c4b19a7-3784-4119-8213-709428dad802,12511.58117
43349,139-N,0,0.85,L,CT,139,,,,M,14,BRANFORD,PRI,2022,7ef23b8b-35c4-49c7-b18b-53cf89e19030,4522.41966
43350,147-N,2.76,5.09,L,CT,147,,,,M,81,MIDDLEFIELD,PRI,2022,3419ef2a-35fd-4c98-b448-15dd0ee2c2d2,12308.66548
43351,15-N,7.7,12.03,L,CT,15,,,,M,135,STAMFORD,PRI,2022,4a052e76-e750-4488-a6e7-ba7d60f9d9af,22885.28249
43352,15-N-180,0,0.13,L,CT,15,,180,,ER,7,BERLIN,PRI,2022,fc3386c7-a5a6-4d70-a958-b0d5593d305c,712.8392125
43353,15-N-26,0,0.22,L,CT,15,,26,,XR,135,STAMFORD,PRI,2022,8fabcf89-b4df-4808-bc7e-bb24dd6efa53,949.6197452
43354,15-N-9,0,0.2,L,CT,15,,9,,XR,56,GREENWICH,PRI,2022,5449e827-86ec-488b-ad07-0941848f24e0,1121.456701
43355,15-S,37.53,39.55,R,CT,15,,,,M,83,MILFORD,PRI,2022,3f992d2c-e4fe-4daf-b234-3888725c64af,10676.08411
