OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,ROUTE_DIR,ROUTE_PREFIX,ROUTE_NUMBER,ROUTE_SUFFIX,RAMP_NUMBER,RAMP_SUFFIX,ROAD_TYPE,TOWN_NUMBER,TOWN_NAME,PRI_SEC_STATUS,YEAR,GlobalID,Shape__Length
46351,91-N-147,0,0.3,L,I,91,,147,,XR,63,HARTFORD,PRI,2022,56aa56a3-9557-4b35-b039-2797a6a2dc76,1561.318639
46352,91-N-34,0,0.29,L,I,91,,34,,XR,148,WALLINGFORD,PRI,2022,fde321c9-7bbe-49c9-b274-0d452d278c9d,1514.636042
46353,91-N-853,0,0.31,L,I,91,,853,,TR,48,ENFIELD,PRI,2022,3ab93c5e-a4b4-47ed-bdaa-5f433f505aea,1585.027215
46354,91-S-120A,0,0.03,L,I,91,,120,A,ER,48,ENFIELD,PRI,2022,415aa5d0-9b89-49f8-8abb-150017031853,156.1582817
46355,91-S-122,0,0.18,L,I,91,,122,,XR,48,ENFIELD,PRI,2022,628f21f2-4c85-410b-a425-59c157685dc9,892.5410844
46356,91-S-171A,0,0.03,L,I,91,,171,A,ER,164,WINDSOR,PRI,2022,c4c8cfc3-46b9-483f-8d8f-27fc5fb942d2,179.6804084
46357,91-S-199,0.03,0.17,L,I,91,,199,,XR,164,WINDSOR,PRI,2022,20bd83fa-e8fa-48ed-99be-d59d3de26225,745.0228377
46358,91-S-45A,0,0.04,L,I,91,,45,A,ER,118,ROCKY HILL,PRI,2022,f3fce5b8-e37a-45c9-ba37-cd0520b140de,267.5696895
46359,91-S-829,0,0.7,L,I,91,,829,,TR,63,HARTFORD,PRI,2022,3d222059-b360-4750-95ff-c70e6066e96a,3651.014091
46360,63-N,5.54,11.2,L,CT,63,,,,M,8,BETHANY,PRI,2022,70f73f6f-c265-402c-a16d-074ad15be7ef,29917.46782
46361,633-E,0,0.79,L,SR,633,,,,M,77,MANSFIELD,PRI,2022,01a7590a-0037-4ffe-91bd-e3dffd923f26,4248.096567
46362,661-N,0,0.11,L,SR,661,,,,M,163,WINDHAM,PRI,2022,f460b357-989a-4c8d-83e0-1d18866b8556,636.5636104
46363,691-W-1,0,0.27,L,I,691,,1,,XR,79,MERIDEN,PRI,2022,6bb46ce1-c288-455d-af73-b76baa48732c,1423.536236
46364,691-W-13,0.1,0.22,L,I,691,,13,,XR,131,SOUTHINGTON,PRI,2022,88bd156c-a0c6-41bf-90fb-eb797239da01,790.2015564
46365,693-N,0,1.06,L,SR,693,,,,M,152,WATERFORD,PRI,2022,386a5d5d-127d-40bf-9a69-62aadb162385,5703.716219
46366,695-W,0,0.11,R,SR,695,,,,M,108,PLAINFIELD,PRI,2022,948824c6-20dc-42de-96a3-94ea3d841606,669.4268361
46367,6-E,15.52,18.67,L,US,6,,,,M,96,NEWTOWN,SEC,2022,f344c45e-9b16-4ccd-8f91-1fc94cab4933,16715.8599
46368,6-E,92.45,95.39,L,US,6,,,,M,163,WINDHAM,PRI,2022,e8eeb5cd-bdf4-4556-817b-6dab5c2c3331,15699.84115
46369,6-E-1,0,0.1,L,US,6,,1,,XR,68,KILLINGLY,PRI,2022,5958db2a-dd17-463d-a842-c2abd28fde48,596.4948929
46370,6-E-801,0,0.41,L,US,6,,801,,TR,68,KILLINGLY,PRI,2022,ebe46aff-85dc-4512-b889-9189f6a759ad,2204.537943
46371,6-W,89.42,90.1,R,US,6,,,,M,163,WINDHAM,PRI,2022,c5d2e575-1f2b-4f5f-bb9b-4562d6948e1c,3782.808916
46372,6-W-17,0,0.17,L,US,6,,17,,XR,77,MANSFIELD,PRI,2022,505e56d7-1133-48b2-ba3b-c3dbed12d635,900.1231951
46373,9-N-53,0,0.15,L,CT,9,,53,,XR,7,BERLIN,PRI,2022,e0ebe8e3-0a27-4e5c-8bbf-401d4b7b58fe,852.638008
46374,9-S-44,0,0.28,L,CT,9,,44,,ER,33,CROMWELL,PRI,2022,3dfe033a-7bfb-4dd1-ba70-c81392dfe7b0,1493.922166
46375,9-S-72,0,0.19,L,CT,9,,72,,ER,88,NEW BRITAIN,PRI,2022,1295a347-18be-4ec6-82ce-d3fc2013d56d,1030.037904
46376,91-N,3.74,10.78,L,I,91,,,,M,100,NORTH HAVEN,PRI,2022,5846f401-9e31-475e-930a-ebcdd5dae177,37135.77746
46377,91-N,17.32,21.17,L,I,91,,,,M,79,MERIDEN,PRI,2022,1ef0a298-9881-4054-8573-884e0d9fc30d,20353.51648
46378,91-N,32.15,35.54,L,I,91,,,,M,159,WETHERSFIELD,PRI,2022,b8b89775-7c65-4272-9167-749231b96383,18002.1497
46379,222-N,3.1,3.61,L,CT,222,,,,M,65,HARWINTON,PRI,2022,ead7ba77-ea25-45f3-8868-8d6c555d8f8d,2653.868122
46380,238L-N,0,0.07,L,SP,238,L,,,M,75,MADISON,PRI,2022,b0294f03-fb5f-4782-ad3d-65afbd5456b6,359.5164053
46381,244-E,0,2.06,L,CT,244,,,,M,38,EASTFORD,PRI,2022,e7baf236-182d-4cb7-8f40-3676692160ae,10886.48183
46382,291-W,0,1.24,R,I,291,,,,M,164,WINDSOR,PRI,2022,5f062dcf-3867-489d-96f1-8cdf3e4b46cb,6613.601647
46383,292N-N,0,0.07,L,SI,292,N,,,M,92,NEW HAVEN,PRI,2022,bd0d855a-3021-4b2c-8f37-717fcf8d07a3,360.6907886
46384,313-E,3.42,6.85,L,CT,313,,,,M,167,WOODBRIDGE,PRI,2022,3d1a0430-0425-4792-a4cd-ed6b5f952bca,18070.55391
46385,32-N,47.09,47.93,L,CT,32,,,,M,47,ELLINGTON,PRI,2022,bb624a13-38f4-4fd4-9c41-088b194d0101,4451.593062
46386,328N-W,0,0.14,L,SI,328,N,,,M,102,NORWALK,PRI,2022,d136155e-4404-448f-99ba-7281734036c5,723.9219511
46387,142-E,2.21,4.27,L,CT,142,,,,M,14,BRANFORD,PRI,2022,c7b15fa2-2c13-4b00-a76e-c10b0a94a48b,10856.63629
46388,15-S-103,0,0.04,L,CT,15,,103,,ER,106,ORANGE,PRI,2022,999909c7-34df-4cea-bd67-26158615c21d,208.922172
46389,15-S-116,0,0.16,L,CT,15,,116,,XR,92,NEW HAVEN,PRI,2022,07da64f2-1f33-4f27-8db5-9be9cf8aa0cc,959.9975311
46390,152L-N,0,0.05,L,SP,152,L,,,M,36,DERBY,PRI,2022,6f09a3b4-3b61-4d93-81bd-dbd4325562b9,263.1065607
46391,156-E,0.24,6.24,L,CT,156,,,,M,74,LYME,PRI,2022,6dc3273b-5d3e-43c7-b40f-524e1fb1bde9,31610.82515
46392,159-S,8.24,8.64,R,CT,159,,,,M,165,WINDSOR LOCKS,PRI,2022,f79fc021-7c97-46dc-a817-20ed3f8e0ae7,2037.277287
46393,5-N,25.75,29.25,L,US,5,,,,M,93,NEWINGTON,SEC,2022,0382ce0c-23a8-4613-9bb1-5cf1d67f3d25,18330.85969
46394,533-N,0,1.17,L,SR,533,,,,M,12,BOLTON,PRI,2022,8568b124-8083-454d-90b2-a3bd57a2ea5b,6166.121878
46395,55L-N,0,0.19,R,SP,55,L,,,M,44,EAST LYME,PRI,2022,c0ed10cd-944c-458a-817b-3808398d0060,727.3563904
46396,598-E-7,0,0.08,L,SR,598,,7,,ER,63,HARTFORD,PRI,2022,9bf6963f-f29d-47e0-a251-db0ec910fa81,576.8664526
46397,6-E,92.03,92.09,L,US,6,,,,M,163,WINDHAM,PRI,2022,37d5ab7c-4487-494e-8425-c6ff13d5df46,324.0659612
46398,6-E-6,0,0.05,L,US,6,,6,,ER,19,BROOKLYN,PRI,2022,4389f1f4-c379-4329-ae16-87b2fbe24d4e,280.2998637
46399,25-N,22.86,24.52,L,CT,25,,,,M,96,NEWTOWN,PRI,2022,b4e2bdbf-6f68-4c67-b90b-25a775ffdd3c,8768.202481
46400,254-N,3.15,8.41,L,CT,254,,,,M,73,LITCHFIELD,PRI,2022,8de5949d-5b99-48f0-a8fc-d659a68c081b,27777.74224
46401,280N-N,0,0.16,R,SI,280,N,,,M,92,NEW HAVEN,PRI,2022,c5ea1a29-5848-4c43-8ebc-a69a4e085c6b,758.1175098
46402,291-E,0,1.24,L,I,291,,,,M,164,WINDSOR,PRI,2022,02cdc448-6928-4a8e-ab9c-e5d84f2db132,6595.024225
46403,291-E-804,0,0.34,L,I,291,,804,,TR,76,MANCHESTER,PRI,2022,f6aae4c4-057e-4ade-b151-b832b7e9daba,1734.946646
46404,291-W-801,0,0.69,L,I,291,,801,,TR,164,WINDSOR,PRI,2022,cfb10910-92d1-426e-9e12-85ce1581e8bb,3583.317642
46405,10-N,28.26,31.37,L,CT,10,,,,M,109,PLAINVILLE,PRI,2022,933e3328-704d-4c36-959d-f1d71091ac46,16528.94938
46406,108L-S,0,0.29,L,SP,108,L,,,M,152,WATERFORD,PRI,2022,1493c4c1-a5dc-4282-a9a9-af89b39893c5,1556.749792
46407,109-E,0,3.52,L,CT,109,,,,M,95,NEW MILFORD,PRI,2022,605d1edf-8029-4b03-a16e-03be044d7a37,18516.19836
46408,109-E,6.38,10.46,L,CT,109,,,,M,150,WASHINGTON,PRI,2022,9d44fc1f-81c2-42ae-bca8-bb5ea10d2726,21509.22889
46409,11-N-11,0,0.28,L,CT,11,,11,,XR,120,SALEM,PRI,2022,66a00daf-b877-477f-8fed-db6f72bcbab9,1430.258989
46410,137-N,0,9.33,L,CT,137,,,,M,135,STAMFORD,PRI,2022,fca6e8b9-5958-40cb-967c-45943b02e24e,49289.81382
46411,148-E,14.75,16.35,L,CT,148,,,,M,74,LYME,PRI,2022,8b330d72-8b32-4c40-a723-df0d3044efbf,8468.10531
46412,15-N-178,0,0.2,L,CT,15,,178,,ER,42,EAST HARTFORD,PRI,2022,1971cb2e-58c3-4ce7-b529-e57ae8879e5d,1063.742499
46413,161-N,6.93,8.03,L,CT,161,,,,M,85,MONTVILLE,PRI,2022,b748bd6e-08ac-41c6-b1d3-b701ab86134d,5847.10295
46414,162-W,5.3,5.35,R,CT,162,,,,M,156,WEST HAVEN,PRI,2022,f1daa268-26ad-44f1-9e72-b831e020aa66,224.6550757
46415,163M-N,0,0.91,L,SF,163,M,,,M,107,OXFORD,PRI,2022,467945cf-556e-4f15-9314-0781452e2dcd,4814.065925
46416,171-E,19,20.7,L,CT,171,,,,M,115,PUTNAM,PRI,2022,894061ab-eb72-4cfc-9d2d-d2ee43f1f87c,9020.709879
46417,173-S,5.98,6.15,R,CT,173,,,,M,155,WEST HARTFORD,PRI,2022,9736b68c-900f-4b1e-9a58-82b518d8fc8e,904.5956908
46418,618-W,0,0.69,L,SR,618,,,,M,68,KILLINGLY,PRI,2022,0ff6c734-d244-4cb6-8e2e-4343b9647b30,3654.267493
46419,624-E-1,0,0.07,L,SR,624,,1,,XR,94,NEW LONDON,PRI,2022,adfa363e-d3dd-41df-a9ef-b410129887ef,457.9949847
46420,649-E,0,2.69,L,SR,649,,,,M,58,GROTON,PRI,2022,3baad65b-00e3-45fd-ac39-6b2e9b912789,14175.57795
46421,660-N,0.08,1.64,L,SR,660,,,,M,133,SPRAGUE,PRI,2022,ab1c0692-0b4e-46c9-bde8-af117b2dd91e,8214.835562
46422,67-E,2.23,5.22,L,CT,67,,,,M,16,BRIDGEWATER,PRI,2022,b3e371fe-7857-42bc-bdfd-0ad8bc145aa1,15697.10346
46423,67-W,0.5,0.55,R,CT,67,,,,M,95,NEW MILFORD,PRI,2022,086efa5e-e8dc-4c9d-99df-b0dc1e5913b2,271.1834713
46424,3-N,11.86,13.84,L,CT,3,,,,M,53,GLASTONBURY,PRI,2022,d8990cc3-9cd3-43ed-892b-78e96e8e11b7,10425.83106
46425,319-W,0,0.05,R,CT,319,,,,M,134,STAFFORD,PRI,2022,a4855c13-b731-4ab9-96c4-c4b3c3fa6a92,268.3828861
46426,31M-S,0,1.43,L,SF,31,M,,,M,31,CORNWALL,PRI,2022,26692b71-41e2-453c-a1f9-e188a65fc1e2,7602.573529
46427,32-N,9.8,12.15,L,CT,32,,,,M,103,NORWICH,PRI,2022,cf3c75c0-ae81-47cf-8972-7c5c1b2d8638,12361.84652
46428,15-N-18,0,0.04,L,CT,15,,18,,XR,135,STAMFORD,PRI,2022,0c715602-6a4d-4b60-8496-9e45ce63cf45,200.6195618
46429,15-N-180A,0,0.04,L,CT,15,,180,A,ER,7,BERLIN,PRI,2022,56d3a040-3f44-4a06-815f-b80936e51cb2,228.2164083
46430,15-S-106,0,0.18,L,CT,15,,106,,ER,106,ORANGE,PRI,2022,a89d48f3-de25-434b-abb9-426e2398d253,991.1562679
46431,151-N,6.09,10.77,L,CT,151,,,,M,41,EAST HAMPTON,PRI,2022,bbfe260f-69a1-4cee-aab3-8b453be1b8e5,24797.935
46432,153L-N,0,0.03,L,SP,153,L,,,M,36,DERBY,PRI,2022,fc5eb5af-fa2a-4c90-9cfb-488110ef29f0,172.949671
46433,162-E,10.06,10.34,L,CT,162,,,,M,106,ORANGE,PRI,2022,71aba4d4-0fc6-4303-b5f2-240b53ad4f7f,1551.876346
46434,17-S-10,0,0.07,L,CT,17,,10,,XR,82,MIDDLETOWN,PRI,2022,275f9dbe-5573-4f31-8108-1d5aafc1f42d,338.5866029
46435,184-E-7,0,0.16,L,CT,184,,7,,XR,58,GROTON,PRI,2022,7f354d9c-ec1c-4c2e-b6c4-e5340b141b52,895.3993021
46436,189-N,0,0.47,L,CT,189,,,,M,63,HARTFORD,PRI,2022,a8979084-44e8-4a5a-a5c5-043bf764d6bb,2461.935497
46437,190-W,3.19,4.37,R,CT,190,,,,M,48,ENFIELD,PRI,2022,86ea7d52-3621-4e86-90b1-61bebc957adf,6293.44945
46438,195-N,0.99,11.83,L,CT,195,,,,M,77,MANSFIELD,PRI,2022,ca046f92-fe7b-4dee-9fd2-ee8128c38749,56921.36454
46439,197M-S,0,0.16,L,SF,197,M,,,M,134,STAFFORD,PRI,2022,5ceec4df-f6ad-4051-96a3-f82edc78e849,845.6176067
46440,2-E-9,0,0.09,L,CT,2,,9,,XR,42,EAST HARTFORD,PRI,2022,450037cc-7f2d-44aa-9efc-c12651672d19,477.7778237
46441,2-E-94,0,0.13,L,CT,2,,94,,ER,101,NORTH STONINGTON,PRI,2022,f11f5b5e-aedf-4ca9-9509-6218d30239a1,685.5838909
46442,2-W-18,0,0.19,L,CT,2,,18,,ER,53,GLASTONBURY,PRI,2022,04d09e2f-e05c-4c33-937e-9dc8e1661ff1,957.660091
46443,2-W-21,0,0.19,L,CT,2,,21,,ER,53,GLASTONBURY,PRI,2022,1747752e-8df4-4423-80f3-e8d34e4e8f5c,1040.762358
46444,2-W-29,0,0.19,L,CT,2,,29,,ER,78,MARLBOROUGH,PRI,2022,6abc7884-11a0-4840-9eb6-1aa8a4b629ef,1044.403912
46445,2-W-45,0,0.22,L,CT,2,,45,,XR,28,COLCHESTER,PRI,2022,f1938caa-832c-455a-b15b-6a0ec54b4e03,1131.921588
46446,183-N,10.35,12.8,L,CT,183,,,,M,162,WINCHESTER,PRI,2022,1d7f4059-1622-43e6-9485-dad31f3a49e5,13004.52848
46447,183-S,9.36,9.65,R,CT,183,,,,M,162,WINCHESTER,SEC,2022,887e323e-c036-48df-8c94-74fb654e909b,1448.250203
46448,186M-E,0,0.1,L,SF,186,M,,,M,31,CORNWALL,PRI,2022,a9d517f8-bfc2-458d-8a4e-b32bed1a244b,577.2550549
46449,187-N,7.75,7.87,L,CT,187,,,,M,11,BLOOMFIELD,PRI,2022,92abb307-1826-47f0-bf56-c66f4e48bd35,635.3854733
46450,195-S,7.04,7.21,R,CT,195,,,,M,77,MANSFIELD,PRI,2022,d0a87c37-908d-47d8-91ec-d2b36ce7cd7b,891.091748
46451,2-E-82,0,0.13,L,CT,2,,82,,ER,42,EAST HARTFORD,PRI,2022,30dc6498-68a0-4c12-9da0-4e0828b0c8df,698.8754856
46452,68M-S,0.15,0.89,L,SF,68,M,,,M,147,VOLUNTOWN,PRI,2022,2aec2ba3-5802-48d7-90f8-b961e21d3dc7,3934.678674
46453,69-N,14.01,18.93,L,CT,69,,,,M,151,WATERBURY,PRI,2022,5baec0e9-b690-4926-bb4f-8f91af055ba3,26083.11677
46454,69-N,27.82,28.21,L,CT,69,,,,M,17,BRISTOL,SEC,2022,0a3c52cb-be3a-4dce-a7ee-947e4b1cde11,2054.056734
46455,695-W-4,0,0.16,L,SR,695,,4,,ER,68,KILLINGLY,PRI,2022,84614116-e70f-4125-88ad-64fe98798838,831.4127496
46456,69M-S,0,0.57,L,SF,69,M,,,M,147,VOLUNTOWN,PRI,2022,5030ec76-ca9d-45f2-a294-bd595ee13201,3006.351967
46457,7-N,13.83,17.76,L,US,7,,,,M,117,RIDGEFIELD,PRI,2022,d208c6f6-f91f-4fc1-98b9-c0b9e78559a3,20703.43715
46458,7-S-59,0,0.28,L,US,7,,59,,ER,18,BROOKFIELD,PRI,2022,5c54eae7-b8a7-4448-9814-048b6b9f126b,1420.102644
46459,32-S-2,0,0.39,L,CT,32,,2,,XR,94,NEW LONDON,PRI,2022,2a793e7b-cd78-4bfd-8463-466078f1723a,1992.899413
46460,34-E,7.02,9.06,L,CT,34,,,,M,107,OXFORD,PRI,2022,98bb2b5c-42c2-4e6d-a6b8-8f5fabb72de5,10752.41965
46461,346N-N,0,0.05,L,SI,346,N,,,M,162,WINCHESTER,PRI,2022,00614f6e-9519-4dc5-9ec8-1cba948f8293,294.6407009
46462,384-W-13,0,0.17,L,I,384,,13,,ER,76,MANCHESTER,PRI,2022,1234de63-d791-4e5f-9e97-2c4a8f08e38b,948.699842
46463,38M-E,0,1.18,L,SF,38,M,,,M,38,EASTFORD,PRI,2022,ac5f45fd-dbb1-4798-8f0c-bcb395531f35,6196.075669
46464,39-N,17.92,18.37,L,CT,39,,,,M,127,SHERMAN,SEC,2022,19831e14-932b-4e24-ba7b-79b166c6c483,2370.395952
46465,395-N-77,0,0.2,L,I,395,,77,,ER,141,THOMPSON,PRI,2022,277665cc-f275-40ad-afb3-6ea53118cb34,1126.823635
46466,395-S-1,0,0.19,L,I,395,,1,,ER,152,WATERFORD,PRI,2022,5d3ccd1b-f563-43c7-a784-f920c22d0f5f,1016.298294
46467,2-W-87,0,0.18,L,CT,2,,87,,ER,103,NORWICH,PRI,2022,38e79330-f381-4403-aab8-d4948403d4aa,954.5608276
46468,200N-W,0,0.1,L,SI,200,N,,,M,88,NEW BRITAIN,PRI,2022,6d40c3c6-26ff-47e3-8fb7-94312e33e170,517.5713251
46469,201M-N,0.65,1.46,L,SF,201,M,,,M,64,HARTLAND,PRI,2022,98058ce1-81fd-431f-9f66-cb1a6ce7825b,4258.959111
46470,202-N,25.74,31.96,L,US,202,,,,M,150,WASHINGTON,PRI,2022,e35087d7-77ae-4c1b-a361-c8bee7dcdc51,32842.29488
46471,202-N,58.98,61.71,L,US,202,,,,M,4,AVON,SEC,2022,40b2c322-6839-45e1-b955-f360e9998dee,14674.29744
46472,206M-E,0,0.1,L,SF,206,M,,,M,147,VOLUNTOWN,PRI,2022,bd33aa74-645b-4adf-a226-2a52d0466987,514.7424916
46473,215N-W,0,0.36,L,SI,215,N,,,M,77,MANSFIELD,PRI,2022,151b538c-862f-4b95-9fa7-32ac8ad0e453,1946.874837
46474,217N-S,0,0.1,L,SI,217,N,,,M,77,MANSFIELD,PRI,2022,b4b29956-c1af-4f51-8024-9324bea9c275,551.3658406
46475,233N-W,0,0.1,L,SI,233,N,,,M,77,MANSFIELD,PRI,2022,64db6403-9085-4598-84f5-1e20122b517e,538.5907738
46476,240N-W,0,0.07,L,SI,240,N,,,M,63,HARTFORD,PRI,2022,56684517-d3df-44c2-ab0c-573c4169cb28,370.2261762
46477,252L-E,0,0.07,L,SP,252,L,,,M,57,GRISWOLD,PRI,2022,1e01f7f9-39a3-4a17-9c31-3362fdd79a01,355.973632
46478,2-W,31.12,35.19,R,CT,2,,,,M,13,BOZRAH,PRI,2022,ff706ba3-97f9-46b5-931c-d96430901992,21559.35085
46479,2-W-49,0,0.24,L,CT,2,,49,,XR,28,COLCHESTER,PRI,2022,6bb9c799-eeb0-4064-af57-5e48425ddee0,1274.702128
46480,2-W-71,0,0.12,L,CT,2,,71,,ER,103,NORWICH,PRI,2022,1e05a0c9-d38f-465a-a720-27c72ed2b67f,640.2681754
46481,202-S,55.54,55.66,R,US,202,,,,M,23,CANTON,PRI,2022,4fb34487-b86b-42a8-aa52-b3067678c03d,1030.734858
46482,20L-W,0,0.1,L,SP,20,L,,,M,77,MANSFIELD,PRI,2022,5720a44f-77f6-4317-9f68-83e58a193805,490.6801105
46483,219-N,12.58,14.98,L,CT,219,,,,M,55,GRANBY,PRI,2022,ab10643e-f9d6-4561-9ee3-307e0f1e6e11,12678.92445
46484,242L-S,0,0.14,L,SP,242,L,,,M,75,MADISON,PRI,2022,1f02ce06-36c2-4f20-aefb-8d47dedd6f62,741.1645787
46485,71-N,1.21,5.54,L,CT,71,,,,M,79,MERIDEN,PRI,2022,9a9b9b60-89cc-461d-961e-72821f5dc7b6,22865.0051
46486,75-S,1.89,1.99,R,CT,75,,,,M,164,WINDSOR,PRI,2022,553f31c6-bd98-4705-a1b0-c91b9e9b6465,590.2550435
46487,395-S-13,0,0.25,L,I,395,,13,,XR,103,NORWICH,PRI,2022,ef2316ce-9194-42db-9b5d-3c24be417ed0,1336.930168
46488,395-S-34,0,0.19,L,I,395,,34,,ER,57,GRISWOLD,PRI,2022,22b60dcb-faff-4300-8450-8cab26c1bf04,1063.133739
46489,395-S-807,0,0.36,L,I,395,,807,,TR,68,KILLINGLY,PRI,2022,30fc1b71-3193-493c-b351-d34ba8e8e5cf,1975.419608
46490,395-S-81,0,0.2,L,I,395,,81,,XR,141,THOMPSON,PRI,2022,ff1fe472-b177-4198-a0f2-6c7d80e2265b,1063.720008
46491,39M-E,0,0.2,L,SF,39,M,,,M,38,EASTFORD,PRI,2022,5eb6a5a5-5e18-4e93-bf88-44ef21f8285b,1065.779567
46492,4-E,19.66,25.92,L,CT,4,,,,M,143,TORRINGTON,PRI,2022,6149a675-96eb-4041-95c4-3e2f6183b6ac,33121.60442
46493,40-N-7A,0,0.08,L,CT,40,,7,A,2WR,100,NORTH HAVEN,PRI,2022,d5b517b7-ab60-46a3-8be7-60b84ac8a457,334.8629938
46494,434-E,0,10.13,L,SSR,434,,,,M,40,EAST HADDAM,PRI,2022,b9326c09-2cc0-4c54-90b3-fd917ab2b809,53361.35292
46495,44-W,27.99,28.13,R,US,44,,,,M,162,WINCHESTER,PRI,2022,c24dbed8-7086-4c59-8ea6-50fcfa4a6fa4,770.8824861
46496,44-W,54.27,54.61,R,US,44,,,,M,42,EAST HARTFORD,PRI,2022,1bd73276-1f53-405d-a724-9e195d02c693,1651.429094
46497,478-E,3.86,6.08,L,SSR,478,,,,M,149,WARREN,PRI,2022,006d3bb4-9cfd-4619-bb90-7046a019f19d,11724.46883
46498,49-N,8.31,13.05,L,CT,49,,,,M,147,VOLUNTOWN,PRI,2022,70342773-ce69-42ca-96ef-0b5eec5238f7,25029.28806
46499,262L-E,0,0.16,L,SP,262,L,,,M,57,GRISWOLD,PRI,2022,83c4f37b-cf10-47db-b289-fb2cf1a2e45d,828.6720332
46500,291-W-5A,0,0.15,L,I,291,,5,A,ER,132,SOUTH WINDSOR,PRI,2022,d8f8c443-bca4-42fb-97e2-89273225bd6c,800.1148002
46501,2A-W-802,0,0.45,L,CT,2A,,802,,TR,85,MONTVILLE,PRI,2022,91e56314-a1dc-4059-9eeb-f1bb3e886fde,2314.764342
46502,32-N,16.21,16.65,L,CT,32,,,,M,103,NORWICH,PRI,2022,0390e360-1000-4d23-bf4d-8dcf3125edaa,2307.241489
46503,32-N,16.65,23.79,L,CT,32,,,,M,52,FRANKLIN,PRI,2022,6d9aabf9-fa9b-4289-8080-c1558dd06932,37699.94241
46504,329N-S,0,0.53,L,SI,329,N,,,M,76,MANCHESTER,PRI,2022,2d9dfc12-8895-4f2b-90ff-7e6f4b2bdd3c,2812.652961
46505,3-N,5.43,8.22,L,CT,3,,,,M,118,ROCKY HILL,PRI,2022,dbc948e5-f61c-4899-ad75-c349362a4cd6,14731.2229
46506,3-N,13.84,14.45,L,CT,3,,,,M,42,EAST HARTFORD,PRI,2022,199f5078-e395-465d-bb27-34e54fbc1c6c,3172.603681
46507,3-N-801,0,0.29,L,CT,3,,801,,TR,53,GLASTONBURY,PRI,2022,9e28a233-f663-40a3-8681-ce28b07012b9,1514.604817
46508,32-N,31.09,39.87,L,CT,32,,,,M,77,MANSFIELD,PRI,2022,d94976aa-64af-4a0e-bad4-49712438d73d,46397.01409
46509,8-N,15.82,19.71,L,CT,8,,,,M,124,SEYMOUR,PRI,2022,4a5998fe-b6ab-4b7e-b0ca-6deb2b52356d,20578.13633
46510,8-N,24.06,27.44,L,CT,8,,,,M,87,NAUGATUCK,PRI,2022,99a323fe-ff2c-467f-9a76-998efa06bf5b,17861.58982
46511,5-N,43.22,48.14,L,US,5,,,,M,46,EAST WINDSOR,PRI,2022,8cd883e2-ce05-47f9-b3a9-c51118e209fb,26042.9063
46512,526-E,0,1.66,L,SR,526,,,,M,139,SUFFIELD,PRI,2022,50663b9d-7004-483c-98b5-ef7072b69e97,8797.840359
46513,33-N,12.26,14.41,L,CT,33,,,,M,117,RIDGEFIELD,PRI,2022,d42b7e5f-6810-4859-954e-6d1263ef7c46,11294.46166
46514,34-E,11.12,16.22,L,CT,34,,,,M,36,DERBY,PRI,2022,3ea72b79-cc5e-4c48-9e0f-9221ca4a4a67,26954.16127
46515,34-W,16.22,20.13,R,CT,34,,,,M,106,ORANGE,PRI,2022,33defb67-5034-4a9e-9429-67cb3e200ad7,20689.96457
46516,349-N-4,0,0.34,L,CT,349,,4,,ER,58,GROTON,PRI,2022,ee7e9a3f-b3bc-48c2-a312-d9815c245112,1804.345253
46517,49-N,13.05,13.52,L,CT,49,,,,M,147,VOLUNTOWN,SEC,2022,9b6a6329-e71f-4c5d-8115-245399dce1a5,2518.00142
46518,493-N,0,0.34,L,SSR,493,,,,M,135,STAMFORD,PRI,2022,923ec073-cb50-4e76-b788-f3a5d6ddcdfd,1811.767729
46519,5-N,34.49,38.27,L,US,5,,,,M,42,EAST HARTFORD,PRI,2022,b126c8c3-22cb-4120-bb81-6c79a17538f3,20213.28533
46520,500-N-802,0,0.2,L,SR,500,,802,,TR,42,EAST HARTFORD,PRI,2022,e19ccb46-4155-489d-b065-732c089e4cc2,1006.802201
46521,51L-W,0,0.07,L,SP,51,L,,,M,141,THOMPSON,PRI,2022,5a1a7f5a-dd68-4e58-a788-5f0d9f85c91a,406.0205559
46522,8-N-11,0,0.06,L,CT,8,,11,,XR,144,TRUMBULL,PRI,2022,039bee16-99f1-43de-a6df-8650c1805003,420.4568562
46523,8-N-6A,0,0.06,L,CT,8,,6,A,XR,15,BRIDGEPORT,PRI,2022,cf9d262b-d125-40cf-9085-3a17404e202d,327.0512468
46524,8-S-112,0,0.29,L,CT,8,,112,,ER,143,TORRINGTON,PRI,2022,2a0bfddf-5bf7-4796-8277-b6ff9e60f04e,1514.355313
46525,8-S-12,0.03,0.12,L,CT,8,,12,,ER,138,STRATFORD,PRI,2022,28cbb487-ef75-40eb-93c4-9e4ce46990a5,463.7626832
46526,84-E,25.09,30.04,L,I,84,,,,M,80,MIDDLEBURY,PRI,2022,e8bcfa1f-2be9-4a89-ae4d-1e73fe865743,26195.42969
46527,84-E-277,0,0.23,L,I,84,,277,,XR,160,WILLINGTON,PRI,2022,7ddb321a-636b-493d-98cf-34e1094fdfe8,1145.268528
46528,84-E-283,0.06,0.23,L,I,84,,283,,ER,145,UNION,PRI,2022,3dc2bc95-7cbc-4594-b383-a59d59348066,882.6745005
